year,Rk,School,Conf,Overall W,Overall L,Overall Pct,Conference W,Conference L,Conference Pct,PPG,OPPG,SRS SRS,SRS SOS,Polls AP Pre,Polls AP High,Polls AP Post,Notes,Polls AP Curr
2003,47,UAB,CUSA,5,7,.417,4,4,.500,20.4,23.9,-5.47,-2.64,,,,,NA
2003,48,Tulane,CUSA,5,7,.417,3,5,.375,28.1,35.3,-9.17,-4.34,,,,,NA
2003,49,Cincinnati,CUSA,5,7,.417,2,6,.250,25.3,26.6,-5.93,-3.93,,,,,NA
2003,50,East Carolina,CUSA,1,11,.083,1,7,.125,18.1,35.7,-16.02,-1.44,,,,,NA
2003,51,Army,CUSA,0,13,.000,0,8,.000,15.8,36.6,-22.15,-3.00,,,,,NA
2003,52,Connecticut,Ind,9,3,.750,0,0,,34.0,25.0,3.73,-5.27,,,,,NA
2003,53,Navy,Ind,8,5,.615,0,0,,30.5,21.8,-1.73,-8.04,,,,,NA
2003,54,Troy,Ind,6,6,.500,0,0,,15.4,22.7,-7.15,-2.74,,,,,NA
2003,55,Notre Dame,Ind,5,7,.417,0,0,,20.3,26.3,3.12,8.04,20,15,,,NA
2003,56,Miami (OH),MAC (East),13,1,.929,8,0,1.000,43.0,19.4,14.21,-3.29,,10,10,,NA
2003,57,Marshall,MAC (East),8,4,.667,6,2,.750,29.2,23.2,2.42,-4.49,,,,,NA
2003,58,Akron,MAC (East),7,5,.583,5,3,.625,36.3,29.4,-5.96,-8.62,,,,,NA
2003,59,Kent State,MAC (East),5,7,.417,4,4,.500,26.8,33.0,-8.65,-4.31,,,,,NA
2003,60,UCF,MAC (East),3,9,.250,2,6,.250,18.7,31.1,-16.37,-5.37,,,,,NA
2003,61,Ohio,MAC (East),2,10,.167,1,7,.125,21.9,31.0,-13.54,-4.54,,,,,NA
2003,62,Buffalo,MAC (East),1,11,.083,1,7,.125,14.8,37.1,-18.46,-2.29,,,,,NA
2003,63,Bowling Green State,MAC (West),11,3,.786,7,1,.875,33.6,21.7,4.90,-3.03,,15,23,,NA
2003,64,Northern Illinois,MAC (West),10,2,.833,6,2,.750,32.2,21.5,2.54,-7.46,,12,,,NA
2003,65,Toledo,MAC (West),8,4,.667,6,2,.750,32.4,23.8,0.39,-5.78,,,,,NA
2003,66,Western Michigan,MAC (West),5,7,.417,4,4,.500,27.6,30.8,-6.40,-3.81,,,,,NA
2003,67,Ball State,MAC (West),4,8,.333,3,5,.375,21.8,32.2,-10.31,-2.40,,,,,NA
2003,68,Eastern Michigan,MAC (West),3,9,.250,2,6,.250,17.1,30.9,-17.79,-6.29,,,,,NA
2003,69,Central Michigan,MAC (West),3,9,.250,1,7,.125,23.1,35.7,-16.93,-6.10,,,,,NA
2003,70,Utah,MWC,10,2,.833,6,1,.857,28.7,19.1,10.01,0.34,,21,21,,NA
2003,71,New Mexico,MWC,8,5,.615,5,2,.714,30.1,22.3,4.74,-0.65,,,,,NA
2003,72,Colorado State,MWC,7,6,.538,4,3,.571,29.3,24.5,4.91,1.15,23,23,,,NA
2003,73,Air Force,MWC,7,5,.583,3,4,.429,26.8,20.2,1.14,-2.94,,,,,NA
2003,74,San Diego State,MWC,6,6,.500,3,4,.429,18.7,17.3,-2.31,-2.73,,,,,NA
2003,75,Brigham Young,MWC,4,8,.333,3,4,.429,16.3,25.8,-2.95,4.22,,,,,NA
2003,76,Nevada-Las Vegas,MWC,6,6,.500,2,5,.286,21.3,22.7,-0.26,0.91,,,,,NA
2003,77,Wyoming,MWC,4,8,.333,2,5,.286,23.8,30.0,-5.59,0.24,,,,,NA
2003,78,USC,Pac-10,12,1,.923,7,1,.875,41.1,18.4,23.14,3.60,8,1,1,,NA
2003,79,Washington State,Pac-10,10,3,.769,6,2,.750,30.3,19.8,12.31,3.00,,6,9,,NA
2003,80,Oregon,Pac-10,8,5,.615,5,3,.625,27.4,26.8,5.32,3.48,,10,,,NA
2003,81,California,Pac-10,8,6,.571,5,3,.625,32.6,24.4,9.73,4.51,,,,,NA
2003,82,Oregon State,Pac-10,8,5,.615,4,4,.500,33.3,23.2,7.98,1.82,,22,,,NA
2003,83,Washington,Pac-10,6,6,.500,4,4,.500,26.0,26.3,3.30,2.72,17,17,,,NA
2003,84,UCLA,Pac-10,6,7,.462,4,4,.500,19.1,23.5,0.56,3.94,,,,,NA
2003,85,Arizona State,Pac-10,5,7,.417,2,6,.250,24.8,27.3,-0.86,2.31,22,16,,,NA
2003,86,Stanford,Pac-10,4,7,.364,2,6,.250,16.9,29.5,-2.82,4.63,,,,,NA
2003,87,Arizona,Pac-10,2,10,.167,1,7,.125,15.1,35.8,-7.99,6.26,,,,,NA
2003,88,Georgia,SEC (East),11,3,.786,6,2,.750,26.5,14.5,17.46,6.11,11,4,7,,NA
2003,89,Tennessee,SEC (East),10,3,.769,6,2,.750,28.1,18.4,11.53,3.99,12,6,15,,NA
2003,90,Florida,SEC (East),8,5,.615,6,2,.750,30.0,20.8,10.67,6.75,,11,24,,NA
2003,91,South Carolina,SEC (East),5,7,.417,2,6,.250,22.3,26.2,3.27,6.77,,25,,,NA
2003,92,Kentucky,SEC (East),4,8,.333,1,7,.125,27.3,26.8,-0.16,0.34,,,,,NA
2003,93,Vanderbilt,SEC (East),2,10,.167,1,7,.125,19.6,29.8,-5.85,3.31,,,,,NA
2003,94,LSU,SEC (West),13,1,.929,7,1,.875,33.9,11.0,20.85,3.28,14,2,2,,NA
2003,95,Ole Miss,SEC (West),10,3,.769,7,1,.875,34.0,21.9,10.99,2.53,,13,13,,NA
2003,96,Auburn,SEC (West),8,5,.615,5,3,.625,26.3,16.3,8.09,4.70,6,6,,,NA
2003,97,Arkansas,SEC (West),9,4,.692,4,4,.500,33.5,23.5,12.67,4.51,,7,,,NA
2003,98,Alabama,SEC (West),4,9,.308,2,6,.250,25.5,25.6,5.27,7.27,,21,,,NA
2003,99,Mississippi State,SEC (West),2,10,.167,1,7,.125,18.8,39.3,-9.53,4.88,,,,,NA
2003,100,North Texas,Sun Belt,9,4,.692,7,0,1.000,27.5,21.9,-0.81,-5.43,,,,,NA
2003,101,Louisiana-Lafayette,Sun Belt,4,8,.333,3,2,.600,22.2,34.6,-12.05,-4.63,,,,,NA
2003,102,Arkansas State,Sun Belt,5,7,.417,3,3,.500,20.2,33.4,-14.49,-7.83,,,,,NA
2003,103,Middle Tennessee State,Sun Belt,4,8,.333,3,3,.500,27.7,31.3,-10.45,-5.62,,,,,NA
2003,104,Utah State,Sun Belt,3,9,.250,3,3,.500,22.0,26.3,-10.75,-4.75,,,,,NA
2003,105,Idaho,Sun Belt,3,9,.250,3,4,.429,20.7,26.2,-14.24,-7.66,,,,,NA
2003,106,New Mexico State,Sun Belt,3,9,.250,2,5,.286,21.8,28.4,-11.13,-4.96,,,,,NA
2003,107,Louisiana-Monroe,Sun Belt,1,11,.083,1,5,.167,19.9,38.9,-18.19,-5.77,,,,,NA
2003,108,Boise State,WAC,13,1,.929,8,0,1.000,43.0,17.1,8.92,-6.72,,16,16,,NA
2003,109,Fresno State,WAC,9,5,.643,6,2,.750,23.0,22.6,-1.69,-2.33,,,,,NA
2003,110,Tulsa,WAC,8,5,.615,6,2,.750,30.8,27.8,-0.63,-4.78,,,,,NA
2003,111,Hawaii,WAC,9,5,.643,5,3,.625,34.7,30.5,0.21,-4.29,,,,,NA
2003,112,Rice,WAC,5,7,.417,5,3,.625,28.6,31.5,-6.96,-4.71,,,,,NA
2003,113,Nevada,WAC,6,6,.500,4,4,.500,23.5,28.2,-5.46,-3.80,,,,,NA
2003,114,Louisiana Tech,WAC,5,7,.417,3,5,.375,25.8,32.8,-5.31,-1.14,,,,,NA
2003,115,San Jose State,WAC,3,8,.273,2,6,.250,23.5,35.1,-10.67,-5.12,,,,,NA
2003,116,UTEP,WAC,2,11,.154,1,7,.125,22.2,38.3,-20.78,-6.32,,,,,NA
2003,117,SMU,WAC,0,12,.000,0,8,.000,11.2,32.2,-18.53,-2.70,,,,,NA
2004,1,Virginia Tech,ACC,10,3,.769,7,1,.875,30.8,12.8,14.10,4.33,,9,10,,NA
2004,2,Florida State,ACC,9,3,.750,6,2,.750,25.2,14.1,15.00,4.75,5,4,15,,NA
2004,3,Miami (FL),ACC,9,3,.750,5,3,.625,31.7,17.0,18.03,7.20,6,3,11,,NA
2004,4,Virginia,ACC,8,4,.667,5,3,.625,30.3,17.7,13.57,3.99,16,6,23,,NA
2004,5,North Carolina,ACC,6,6,.500,5,3,.625,26.6,31.8,4.47,7.63,,,,,NA
2004,6,Georgia Tech,ACC,7,5,.583,4,4,.500,22.0,18.9,6.41,4.25,,,,,NA
2004,7,Clemson,ACC,6,5,.545,4,4,.500,21.5,20.8,5.23,5.23,15,15,,,NA
2004,8,Maryland,ACC,5,6,.455,3,5,.375,17.7,20.0,3.54,4.35,22,21,,,NA
2004,9,North Carolina State,ACC,5,6,.455,3,5,.375,24.0,19.8,6.04,4.31,,,,,NA
2004,10,Wake Forest,ACC,4,7,.364,1,7,.125,20.9,23.0,1.58,2.85,,,,,NA
2004,11,Duke,ACC,2,9,.182,1,7,.125,16.6,29.3,-8.04,4.23,,,,,NA
2004,12,Colorado,Big 12 (North),8,5,.615,4,4,.500,23.4,25.5,4.96,5.81,,,,,NA
2004,13,Iowa State,Big 12 (North),7,5,.583,4,4,.500,20.5,21.6,2.08,1.83,,,,,NA
2004,14,Missouri,Big 12 (North),5,6,.455,3,5,.375,23.3,19.5,1.27,0.46,18,18,,,NA
2004,15,Nebraska,Big 12 (North),5,6,.455,3,5,.375,25.0,27.1,1.32,2.23,,,,,NA
2004,16,Kansas,Big 12 (North),4,7,.364,2,6,.250,23.8,21.4,5.05,5.23,,,,,NA
2004,17,Kansas State,Big 12 (North),4,7,.364,2,6,.250,29.6,30.6,2.04,3.40,13,13,,,NA
2004,18,Oklahoma,Big 12 (South),12,1,.923,8,0,1.000,34.8,16.8,21.23,6.85,2,2,3,,NA
2004,19,Texas,Big 12 (South),11,1,.917,7,1,.875,35.3,17.9,19.27,5.18,7,5,5,,NA
2004,20,Texas Tech,Big 12 (South),8,4,.667,5,3,.625,36.2,26.2,12.88,6.22,,18,18,,NA
2004,21,Texas A&M,Big 12 (South),7,5,.583,5,3,.625,28.4,24.3,12.07,8.74,,16,,,NA
2004,22,Oklahoma State,Big 12 (South),7,5,.583,4,4,.500,32.3,25.1,9.64,5.72,,16,,,NA
2004,23,Baylor,Big 12 (South),3,8,.273,1,7,.125,20.4,36.9,-7.51,4.67,,,,,NA
2004,24,Boston College,Big East,9,3,.750,4,2,.667,24.7,16.9,5.28,-2.47,,17,21,,NA
2004,25,Pitt,Big East,8,4,.667,4,2,.667,27.1,24.0,2.96,-1.54,,19,25,,NA
2004,26,West Virginia,Big East,8,4,.667,4,2,.667,30.1,20.5,5.27,-2.65,10,6,,,NA
2004,27,Syracuse,Big East,6,6,.500,4,2,.667,23.9,28.7,-0.07,1.76,,,,record adjusted to 0-6-0 by NCAA,NA
2004,28,Connecticut,Big East,8,4,.667,3,3,.500,30.3,21.7,0.83,-5.17,,,,,NA
2004,29,Rutgers,Big East,4,7,.364,1,5,.167,24.5,31.2,-8.16,-2.52,,,,,NA
2004,30,Temple,Big East,2,9,.182,1,5,.167,21.6,36.3,-11.33,0.49,,,,,NA
2004,31,Iowa,Big Ten,10,2,.833,7,1,.875,24.3,17.6,14.39,5.97,19,8,8,,NA
2004,32,Michigan,Big Ten,9,3,.750,7,1,.875,30.8,23.3,12.24,4.82,8,7,14,,NA
2004,33,Wisconsin,Big Ten,9,3,.750,6,2,.750,20.8,15.4,8.69,2.35,21,4,17,,NA
2004,34,Northwestern,Big Ten,6,6,.500,5,3,.625,24.6,28.5,1.71,5.04,,,,,NA
2004,35,Ohio State,Big Ten,8,4,.667,4,4,.500,24.2,18.3,11.31,5.14,9,7,20,,NA
2004,36,Purdue,Big Ten,7,5,.583,4,4,.500,31.8,17.2,10.93,4.02,24,5,,,NA
2004,37,Michigan State,Big Ten,5,7,.417,4,4,.500,29.4,27.2,2.30,2.30,,,,,NA
2004,38,Minnesota,Big Ten,7,5,.583,3,5,.375,30.1,22.8,5.74,1.49,25,13,,,NA
2004,39,Penn State,Big Ten,4,7,.364,2,6,.250,17.7,15.3,3.24,2.24,,,,,NA
2004,40,Illinois,Big Ten,3,8,.273,1,7,.125,21.8,29.4,-4.53,1.83,,,,,NA
2004,41,Indiana,Big Ten,3,8,.273,1,7,.125,23.8,31.2,-4.98,2.11,,,,,NA
2004,42,Louisville,CUSA,11,1,.917,8,0,1.000,49.8,19.7,17.21,-1.37,,6,6,,NA
2004,43,Memphis,CUSA,8,4,.667,5,3,.625,35.8,31.3,1.28,-4.22,,25,,,NA
2004,44,Cincinnati,CUSA,7,5,.583,5,3,.625,28.7,26.7,2.29,-1.21,,,,,NA
2004,45,Southern Mississippi,CUSA,7,5,.583,5,3,.625,25.8,24.8,-1.09,-1.25,,21,,,NA
2004,46,UAB,CUSA,7,5,.583,5,3,.625,31.0,29.3,-2.15,-2.74,,,,,NA
2004,47,Texas Christian,CUSA,5,6,.455,3,5,.375,32.9,33.9,-3.04,-1.22,,,,,NA
2004,48,Tulane,CUSA,5,6,.455,3,5,.375,27.3,32.8,-8.12,-4.21,,,,,NA
2004,49,South Florida,CUSA,4,7,.364,3,5,.375,24.6,31.9,-7.03,-2.03,,,,,NA
2004,50,Houston,CUSA,3,8,.273,3,5,.375,20.9,32.2,-6.84,0.89,,,,,NA
2004,51,Army,CUSA,2,9,.182,2,6,.250,23.6,35.3,-11.36,-1.64,,,,,NA
2004,52,East Carolina,CUSA,2,9,.182,2,6,.250,21.0,39.9,-12.89,-0.07,,,,,NA
2004,53,Navy,Ind,10,2,.833,0,0,,27.8,19.8,1.20,-7.30,,24,24,,NA
2004,54,Notre Dame,Ind,6,6,.500,0,0,,24.1,24.1,6.22,7.39,,24,,,NA
2004,55,Florida A&M,Ind,3,8,.273,0,0,,23.0,37.1,-21.65,-12.38,,,,,NA
2004,56,Miami (OH),MAC (East),8,5,.615,7,1,.875,31.3,22.9,-1.93,-7.93,,,,,NA
2004,57,Akron,MAC (East),6,5,.545,6,2,.750,24.6,31.5,-9.06,-7.16,,,,,NA
2004,58,Marshall,MAC (East),6,6,.500,6,2,.750,24.3,22.2,-4.74,-5.24,,,,,NA
2004,59,Kent State,MAC (East),5,6,.455,4,4,.500,30.5,24.0,-7.53,-10.89,,,,,NA
2004,60,Ohio,MAC (East),4,7,.364,2,6,.250,20.1,24.6,-13.25,-7.88,,,,,NA
2004,61,Buffalo,MAC (East),2,9,.182,2,6,.250,17.9,31.9,-21.95,-9.22,,,,,NA
2004,62,UCF,MAC (East),0,11,.000,0,8,.000,15.9,32.9,-21.68,-5.14,,,,,NA
2004,63,Northern Illinois,MAC (West),9,3,.750,7,1,.875,35.1,25.3,0.06,-9.11,,,,,NA
2004,64,Toledo,MAC (West),9,4,.692,7,1,.875,33.2,31.1,-1.65,-6.11,,,,,NA
2004,65,Bowling Green State,MAC (West),9,3,.750,6,2,.750,44.3,23.5,5.50,-8.00,,25,,,NA
2004,66,Eastern Michigan,MAC (West),4,7,.364,4,4,.500,29.8,41.6,-17.01,-9.47,,,,,NA
2004,67,Central Michigan,MAC (West),4,7,.364,3,5,.375,23.6,34.4,-17.07,-8.98,,,,,NA
2004,68,Ball State,MAC (West),2,9,.182,2,6,.250,20.5,36.8,-15.30,-5.66,,,,,NA
2004,69,Western Michigan,MAC (West),1,10,.091,0,8,.000,22.5,39.6,-18.81,-5.63,,,,,NA
2004,70,Utah,MWC,12,0,1.000,7,0,1.000,45.3,19.5,21.76,0.43,20,4,4,,NA
2004,71,New Mexico,MWC,7,5,.583,5,2,.714,20.3,18.7,4.24,3.33,,,,,NA
2004,72,Brigham Young,MWC,5,6,.455,4,3,.571,24.3,26.8,4.18,6.36,,,,,NA
2004,73,Wyoming,MWC,7,5,.583,3,4,.429,26.5,24.8,1.56,0.56,,,,,NA
2004,74,Air Force,MWC,5,6,.455,3,4,.429,29.6,31.1,0.52,1.16,,,,,NA
2004,75,Colorado State,MWC,4,7,.364,3,4,.429,23.7,29.5,0.08,3.53,,,,,NA
2004,76,San Diego State,MWC,4,7,.364,2,5,.286,21.3,25.6,-2.57,1.52,,,,,NA
2004,77,Nevada-Las Vegas,MWC,2,9,.182,1,6,.143,20.8,32.5,-8.21,2.33,,,,,NA
2004,78,USC,Pac-10,13,0,1.000,8,0,1.000,38.2,13.0,26.06,8.22,1,1,1,record adjusted to 11-0-0 by NCAA,NA
2004,79,California,Pac-10,10,2,.833,7,1,.875,36.8,16.0,21.26,6.18,12,4,9,,NA
2004,80,Arizona State,Pac-10,9,3,.750,5,3,.625,29.8,24.5,15.28,9.61,,15,19,,NA
2004,81,Oregon State,Pac-10,7,5,.583,5,3,.625,26.7,24.5,11.80,8.89,,,,,NA
2004,82,UCLA,Pac-10,6,6,.500,4,4,.500,30.1,25.8,9.61,6.20,,,,,NA
2004,83,Oregon,Pac-10,5,6,.455,4,4,.500,25.6,25.6,4.60,5.42,23,23,,,NA
2004,84,Washington State,Pac-10,5,6,.455,3,5,.375,25.0,27.9,2.67,5.39,,,,,NA
2004,85,Stanford,Pac-10,4,7,.364,2,6,.250,22.0,21.2,6.27,7.37,,,,,NA
2004,86,Arizona,Pac-10,3,8,.273,2,6,.250,14.9,25.0,0.37,8.74,,,,,NA
2004,87,Washington,Pac-10,1,10,.091,0,8,.000,14.0,30.4,-6.27,7.64,,,,,NA
2004,88,Tennessee,SEC (East),10,3,.769,7,1,.875,29.1,22.7,11.69,5.00,14,9,13,,NA
2004,89,Georgia,SEC (East),10,2,.833,6,2,.750,27.9,16.5,12.66,3.33,3,3,7,,NA
2004,90,Florida,SEC (East),7,5,.583,4,4,.500,31.8,21.1,9.58,2.67,11,11,,,NA
2004,91,South Carolina,SEC (East),6,5,.545,4,4,.500,22.1,20.8,3.85,2.48,,25,,,NA
2004,92,Kentucky,SEC (East),2,9,.182,1,7,.125,15.7,31.0,-7.26,4.38,,,,,NA
2004,93,Vanderbilt,SEC (East),2,9,.182,1,7,.125,19.3,26.0,-7.28,0.63,,,,,NA
2004,94,Auburn,SEC (West),13,0,1.000,8,0,1.000,32.1,11.3,19.86,1.94,17,2,2,,NA
2004,95,LSU,SEC (West),9,3,.750,6,2,.750,28.7,17.1,11.89,3.98,4,4,16,,NA
2004,96,Alabama,SEC (West),6,6,.500,3,5,.375,24.6,15.8,5.77,0.68,,,,,NA
2004,97,Arkansas,SEC (West),5,6,.455,3,5,.375,29.8,24.5,6.58,4.94,,,,,NA
2004,98,Ole Miss,SEC (West),4,7,.364,3,5,.375,19.5,25.3,-2.17,2.93,,,,,NA
2004,99,Mississippi State,SEC (West),3,8,.273,2,6,.250,15.7,25.5,-6.97,0.67,,,,,NA
2004,100,North Texas,Sun Belt,7,5,.583,7,1,.875,25.8,29.8,-6.90,-6.82,,,,,NA
2004,101,Troy,Sun Belt,7,5,.583,5,2,.714,23.8,16.7,-0.47,-5.97,,,,,NA
2004,102,New Mexico State,Sun Belt,5,6,.455,5,2,.714,24.8,32.3,-5.95,-3.32,,,,,NA
2004,103,Louisiana-Monroe,Sun Belt,5,6,.455,5,3,.625,19.2,27.5,-13.40,-7.22,,,,,NA
2004,104,Florida Atlantic,Sun Belt,9,3,.750,3,3,.500,24.9,17.3,-6.99,-13.08,,,,,NA
2004,105,Middle Tennessee State,Sun Belt,5,6,.455,4,5,.444,24.5,26.6,-9.19,-8.64,,,,,NA
2004,106,Arkansas State,Sun Belt,3,8,.273,3,4,.429,19.5,33.2,-16.05,-5.77,,,,,NA
2004,107,Louisiana-Lafayette,Sun Belt,4,7,.364,3,5,.375,22.0,24.7,-13.67,-9.94,,,,,NA
2004,108,Utah State,Sun Belt,3,8,.273,2,5,.286,16.7,30.3,-14.55,-4.09,,,,,NA
2004,109,Idaho,Sun Belt,3,9,.250,2,5,.286,20.4,39.4,-17.61,-5.78,,,,,NA
2004,110,Florida International,Sun Belt,3,7,.300,0,4,.000,26.1,32.5,-22.45,-15.85,,,,,NA
2004,111,Boise State,WAC,11,1,.917,8,0,1.000,48.9,25.7,14.04,-0.96,,10,12,,NA
2004,112,UTEP,WAC,8,4,.667,6,2,.750,35.8,25.1,5.65,-1.93,,23,,,NA
2004,113,Fresno State,WAC,9,3,.750,5,3,.625,40.2,21.1,9.55,-2.87,,17,22,,NA
2004,114,Louisiana Tech,WAC,6,6,.500,5,3,.625,25.7,31.8,0.00,2.33,,,,,NA
2004,115,Hawaii,WAC,8,5,.615,4,4,.500,35.9,38.4,0.56,-2.67,,,,,NA
2004,116,Nevada,WAC,5,7,.417,3,5,.375,29.7,34.4,-9.93,-5.85,,,,,NA
2004,117,Tulsa,WAC,4,8,.333,3,5,.375,28.8,33.2,-7.57,-2.32,,,,,NA
2004,118,SMU,WAC,3,8,.273,3,5,.375,18.4,38.2,-10.95,0.68,,,,,NA
2004,119,Rice,WAC,3,8,.273,2,6,.250,25.4,34.3,-9.31,-1.22,,,,,NA
2004,120,San Jose State,WAC,2,9,.182,1,7,.125,28.4,42.6,-14.39,-2.48,,,,,NA
2005,1,Boston College,ACC (Atlantic),9,3,.750,5,3,.625,25.8,15.9,12.01,4.17,22,13,18,,NA
2005,2,Florida State,ACC (Atlantic),8,5,.615,5,3,.625,28.9,22.0,9.36,5.05,14,4,23,,NA
2005,3,Clemson,ACC (Atlantic),8,4,.667,4,4,.500,26.3,17.6,11.09,3.42,,20,21,,NA
2005,4,North Carolina State,ACC (Atlantic),7,5,.583,3,5,.375,20.8,17.7,5.73,3.73,,,,,NA
2005,5,Maryland,ACC (Atlantic),5,6,.455,3,5,.375,24.5,25.0,5.11,5.83,,,,,NA
2005,6,Wake Forest,ACC (Atlantic),4,7,.364,3,5,.375,24.5,28.7,0.21,5.03,,,,,NA
2005,7,Virginia Tech,ACC (Coastal),11,2,.846,7,1,.875,33.8,12.9,18.96,4.27,8,3,7,,NA
2005,8,Miami (FL),ACC (Coastal),9,3,.750,6,2,.750,27.1,14.3,15.09,4.50,9,3,17,,NA
2005,9,Georgia Tech,ACC (Coastal),7,5,.583,5,3,.625,18.5,20.1,7.31,6.48,,15,,,NA
2005,10,North Carolina,ACC (Coastal),5,6,.455,4,4,.500,18.0,26.2,3.44,7.71,,,,,NA
2005,11,Virginia,ACC (Coastal),7,5,.583,3,5,.375,26.7,23.3,5.61,3.19,25,19,,,NA
2005,12,Duke,ACC (Coastal),1,10,.091,0,8,.000,16.1,37.1,-10.71,4.29,,,,,NA
2005,13,Colorado,Big 12 (North),7,6,.538,5,3,.625,23.5,23.6,6.60,5.37,,22,,,NA
2005,14,Nebraska,Big 12 (North),8,4,.667,4,4,.500,24.7,21.0,7.57,3.57,,24,24,,NA
2005,15,Iowa State,Big 12 (North),7,5,.583,4,4,.500,28.3,19.2,8.48,1.32,,22,,,NA
2005,16,Missouri,Big 12 (North),7,5,.583,4,4,.500,30.8,29.2,3.68,1.59,,,,,NA
2005,17,Kansas,Big 12 (North),7,5,.583,3,5,.375,22.4,22.0,5.22,2.39,,,,,NA
2005,18,Kansas State,Big 12 (North),5,6,.455,2,6,.250,26.3,27.7,-1.42,1.22,,,,,NA
2005,19,Texas,Big 12 (South),13,0,1.000,8,0,1.000,50.2,16.4,24.98,4.98,2,1,1,,NA
2005,20,Texas Tech,Big 12 (South),9,3,.750,6,2,.750,39.4,18.8,11.40,0.32,21,10,20,,NA
2005,21,Oklahoma,Big 12 (South),8,4,.667,6,2,.750,26.9,23.1,11.24,6.99,7,7,22,,NA
2005,22,Texas A&M,Big 12 (South),5,6,.455,3,5,.375,32.0,31.2,2.16,3.89,17,17,,,NA
2005,23,Baylor,Big 12 (South),5,6,.455,2,6,.250,21.5,26.5,0.76,3.03,,,,,NA
2005,24,Oklahoma State,Big 12 (South),4,7,.364,1,7,.125,20.2,31.3,-6.28,1.72,,,,,NA
2005,25,West Virginia,Big East,11,1,.917,7,0,1.000,32.1,17.8,13.05,0.71,,5,5,,NA
2005,26,Louisville,Big East,9,3,.750,5,2,.714,43.4,23.8,11.12,-0.63,12,9,19,,NA
2005,27,Rutgers,Big East,7,5,.583,4,3,.571,28.7,25.6,1.30,-2.37,,,,,NA
2005,28,South Florida,Big East,6,6,.500,4,3,.571,23.0,18.0,5.07,1.90,,,,,NA
2005,29,Pitt,Big East,5,6,.455,4,3,.571,24.3,22.1,0.97,0.24,23,23,,,NA
2005,30,Connecticut,Big East,5,6,.455,2,5,.286,24.7,19.2,-1.88,-2.51,,,,,NA
2005,31,Cincinnati,Big East,4,7,.364,2,5,.286,17.5,31.4,-9.20,1.26,,,,,NA
2005,32,Syracuse,Big East,1,10,.091,0,7,.000,13.8,26.8,-10.95,2.87,,,,record adjusted to 0-10-0 by NCAA,NA
2005,33,Penn State,Big Ten,11,1,.917,7,1,.875,34.4,17.0,20.41,6.91,,3,3,,NA
2005,34,Ohio State,Big Ten,10,2,.833,7,1,.875,32.7,15.3,22.97,8.89,6,4,4,,NA
2005,35,Wisconsin,Big Ten,10,3,.769,5,3,.625,34.3,23.8,11.81,4.19,,14,15,,NA
2005,36,Iowa,Big Ten,7,5,.583,5,3,.625,30.0,20.0,11.30,5.05,11,8,,,NA
2005,37,Michigan,Big Ten,7,5,.583,5,3,.625,28.8,20.3,14.86,9.36,4,3,,,NA
2005,38,Northwestern,Big Ten,7,5,.583,5,3,.625,32.3,33.9,9.27,8.44,,21,,,NA
2005,39,Minnesota,Big Ten,7,5,.583,4,4,.500,35.8,29.0,11.31,6.81,,18,,,NA
2005,40,Purdue,Big Ten,5,6,.455,3,5,.375,30.0,28.1,7.13,6.68,15,11,,,NA
2005,41,Michigan State,Big Ten,5,6,.455,2,6,.250,33.8,28.7,8.32,6.32,,11,,,NA
2005,42,Indiana,Big Ten,4,7,.364,1,7,.125,22.5,32.8,-3.50,4.68,,,,,NA
2005,43,Illinois,Big Ten,2,9,.182,0,8,.000,17.0,39.5,-7.54,7.37,,,,,NA
2005,44,UCF,CUSA (East),8,5,.615,7,1,.875,28.7,28.7,-3.60,-4.22,,,,,NA
2005,45,Memphis,CUSA (East),7,5,.583,5,3,.625,27.2,23.0,-1.76,-4.34,,,,,NA
2005,46,Southern Mississippi,CUSA (East),7,5,.583,5,3,.625,29.6,22.7,1.26,-4.49,,,,,NA
2005,47,East Carolina,CUSA (East),5,6,.455,4,4,.500,24.3,28.8,-6.49,-2.86,,,,,NA
2005,48,UAB,CUSA (East),5,6,.455,3,5,.375,27.9,24.0,-4.04,-6.77,,,,,NA
2005,49,Marshall,CUSA (East),4,7,.364,3,5,.375,18.5,25.9,-9.86,-3.58,,,,,NA
2005,50,Tulsa,CUSA (West),9,4,.692,6,2,.750,33.1,23.5,3.95,-3.20,,,,,NA
2005,51,UTEP,CUSA (West),8,4,.667,5,3,.625,31.8,25.9,-2.45,-7.62,,24,,,NA
2005,52,Houston,CUSA (West),6,6,.500,4,4,.500,28.1,27.0,-2.93,-3.85,,,,,NA
2005,53,SMU,CUSA (West),5,6,.455,4,4,.500,20.8,25.5,-4.87,-3.50,,,,,NA
2005,54,Tulane,CUSA (West),2,9,.182,1,7,.125,21.3,31.6,-15.82,-5.27,,,,,NA
2005,55,Rice,CUSA (West),1,10,.091,1,7,.125,21.9,40.6,-15.03,0.16,,,,,NA
2005,56,Notre Dame,Ind,9,3,.750,0,0,,36.7,24.5,17.46,6.13,,5,9,,NA
2005,57,Navy,Ind,8,4,.667,0,0,,34.2,26.1,1.77,-5.31,,,,,NA
2005,58,Army,Ind,4,7,.364,0,0,,20.0,26.7,-5.81,-0.90,,,,,NA
2005,59,Temple,Ind,0,11,.000,0,0,,9.7,45.3,-17.06,5.12,,,,,NA
