year,Rk,School,Conf,Overall W,Overall L,Overall Pct,Conference W,Conference L,Conference Pct,PPG,OPPG,SRS SRS,SRS SOS,Polls AP Pre,Polls AP High,Polls AP Post,Notes,Polls AP Curr
2007,68,Ball State,MAC (West),7,6,.538,5,2,.714,31.5,28.3,-2.88,-4.88,,,,,NA
2007,69,Western Michigan,MAC (West),5,7,.417,3,4,.429,26.9,28.9,-7.44,-5.03,,,,,NA
2007,70,Eastern Michigan,MAC (West),4,8,.333,3,4,.429,24.2,31.2,-11.88,-5.55,,,,,NA
2007,71,Toledo,MAC (West),5,7,.417,3,5,.375,32.9,39.2,-11.89,-6.14,,,,,NA
2007,72,Northern Illinois,MAC (West),2,10,.167,1,6,.143,19.1,30.8,-18.11,-8.36,,,,,NA
2007,73,Brigham Young,MWC,11,2,.846,8,0,1.000,30.1,18.5,11.11,-0.05,,14,14,,NA
2007,74,Air Force,MWC,9,4,.692,6,2,.750,29.9,21.1,5.36,-2.33,,,,,NA
2007,75,New Mexico,MWC,9,4,.692,5,3,.625,24.7,19.0,2.49,-2.67,,,,,NA
2007,76,Utah,MWC,9,4,.692,5,3,.625,26.2,16.8,7.37,0.53,,,,,NA
2007,77,Texas Christian,MWC,8,5,.615,4,4,.500,26.1,18.7,4.45,-1.32,22,19,,,NA
2007,78,San Diego State,MWC,4,8,.333,3,5,.375,25.1,34.4,-6.60,1.98,,,,,NA
2007,79,Wyoming,MWC,5,7,.417,2,6,.250,19.4,25.9,-3.51,0.07,,,,,NA
2007,80,Colorado State,MWC,3,9,.250,2,6,.250,25.3,30.8,-6.15,0.35,,,,,NA
2007,81,Nevada-Las Vegas,MWC,2,10,.167,1,7,.125,18.2,28.6,-9.02,0.82,,,,,NA
2007,82,USC,Pac-10,11,2,.846,7,2,.778,32.6,16.0,18.10,4.33,1,1,3,,NA
2007,83,Arizona State,Pac-10,10,3,.769,7,2,.778,32.3,22.5,13.67,5.51,,6,16,,NA
2007,84,Oregon State,Pac-10,9,4,.692,6,3,.667,27.8,22.6,9.93,6.54,,25,25,,NA
2007,85,Oregon,Pac-10,9,4,.692,5,4,.556,38.2,23.6,17.82,6.97,,2,23,,NA
2007,86,UCLA,Pac-10,6,7,.462,5,4,.556,22.4,22.3,7.97,7.97,14,11,,,NA
2007,87,Arizona,Pac-10,5,7,.417,4,5,.444,28.0,26.8,6.04,6.46,,,,,NA
2007,88,California,Pac-10,7,6,.538,3,6,.333,29.3,26.8,8.46,6.23,12,2,,,NA
2007,89,Washington State,Pac-10,5,7,.417,3,6,.333,25.7,32.4,1.66,5.58,,,,,NA
2007,90,Stanford,Pac-10,4,8,.333,3,6,.333,19.6,28.3,-1.10,6.57,,,,,NA
2007,91,Washington,Pac-10,4,9,.308,2,7,.222,29.2,31.6,4.41,7.64,,,,,NA
2007,92,Georgia,SEC (East),11,2,.846,6,2,.750,32.6,20.2,17.20,5.66,13,2,2,,NA
2007,93,Tennessee,SEC (East),10,4,.714,6,2,.750,32.5,27.3,11.68,6.11,15,12,12,,NA
2007,94,Florida,SEC (East),9,4,.692,5,3,.625,42.5,25.5,18.06,6.83,6,3,13,,NA
2007,95,Kentucky,SEC (East),8,5,.615,3,5,.375,36.5,29.6,9.43,5.20,,8,,,NA
2007,96,South Carolina,SEC (East),6,6,.500,3,5,.375,26.1,23.5,7.15,5.90,,6,,,NA
2007,97,Vanderbilt,SEC (East),5,7,.417,2,6,.250,21.7,22.6,3.09,4.25,,,,,NA
2007,98,LSU,SEC (West),12,2,.857,6,2,.750,38.6,19.9,18.41,5.77,2,1,1,,NA
2007,99,Auburn,SEC (West),9,4,.692,5,3,.625,24.2,16.9,11.87,5.79,18,15,15,,NA
2007,100,Arkansas,SEC (West),8,5,.615,4,4,.500,37.3,26.5,8.91,3.37,21,16,,,NA
2007,101,Mississippi State,SEC (West),8,5,.615,4,4,.500,21.5,23.2,4.84,4.22,,,,,NA
2007,102,Alabama,SEC (West),7,6,.538,4,4,.500,27.1,22.0,8.09,4.40,,16,,record adjusted to 2-6-0 by NCAA,NA
2007,103,Ole Miss,SEC (West),3,9,.250,0,8,.000,20.1,28.5,-1.31,6.11,,,,,NA
2007,104,Troy,Sun Belt,8,4,.667,6,1,.857,34.0,24.6,5.58,-1.76,,,,,NA
2007,105,Florida Atlantic,Sun Belt,8,5,.615,6,1,.857,31.2,33.2,-2.43,-2.51,,,,,NA
2007,106,Louisiana-Monroe,Sun Belt,6,6,.500,4,3,.571,23.5,27.7,-6.64,-3.89,,,,,NA
2007,107,Middle Tennessee State,Sun Belt,5,7,.417,4,3,.571,25.7,28.3,-4.95,-3.37,,,,,NA
2007,108,Arkansas State,Sun Belt,5,7,.417,3,4,.429,24.3,27.6,-7.98,-4.73,,,,,NA
2007,109,Louisiana-Lafayette,Sun Belt,3,9,.250,3,4,.429,23.8,35.8,-13.36,-4.11,,,,,NA
2007,110,North Texas,Sun Belt,2,10,.167,1,6,.143,24.8,45.1,-15.84,-3.67,,,,,NA
2007,111,Florida International,Sun Belt,1,11,.083,1,6,.143,15.1,39.1,-15.84,-0.84,,,,,NA
2007,112,Hawaii,WAC,12,1,.923,8,0,1.000,43.4,25.5,6.36,-5.79,23,10,19,,NA
2007,113,Boise State,WAC,10,3,.769,7,1,.875,42.4,21.6,6.31,-5.46,24,17,,,NA
2007,114,Fresno State,WAC,9,4,.692,6,2,.750,32.8,27.0,2.75,-2.79,,,,,NA
2007,115,Nevada,WAC,6,7,.462,4,4,.500,33.5,32.2,-5.09,-5.24,,,,,NA
2007,116,Louisiana Tech,WAC,5,7,.417,4,4,.500,20.8,30.7,-8.45,-2.54,,,,,NA
2007,117,San Jose State,WAC,5,7,.417,4,4,.500,20.4,29.3,-8.64,-3.30,,,,,NA
2007,118,Utah State,WAC,2,10,.167,2,6,.250,20.6,33.8,-11.29,-2.12,,,,,NA
2007,119,New Mexico State,WAC,4,9,.308,1,7,.125,24.0,36.2,-12.32,-4.93,,,,,NA
2007,120,Idaho,WAC,1,11,.083,0,8,.000,21.5,36.9,-17.06,-3.81,,,,,NA
2008,1,Florida State,ACC (Atlantic),9,4,.692,5,3,.625,33.4,20.2,10.67,2.67,,16,21,,NA
2008,2,Boston College,ACC (Atlantic),9,5,.643,5,3,.625,24.7,18.4,6.72,2.15,,18,,,NA
2008,3,Maryland,ACC (Atlantic),8,5,.615,4,4,.500,21.8,22.5,2.96,1.73,,22,,,NA
2008,4,Wake Forest,ACC (Atlantic),8,5,.615,4,4,.500,21.0,18.3,7.45,4.68,23,16,,,NA
2008,5,Clemson,ACC (Atlantic),7,6,.538,4,4,.500,25.2,17.3,6.97,2.51,9,9,,,NA
2008,6,North Carolina State,ACC (Atlantic),6,7,.462,4,4,.500,23.5,26.3,1.41,3.57,,,,,NA
2008,7,Virginia Tech,ACC (Coastal),10,4,.714,5,3,.625,22.1,16.7,8.14,2.43,17,15,15,,NA
2008,8,Georgia Tech,ACC (Coastal),9,4,.692,5,3,.625,24.4,20.3,6.78,1.70,,14,22,,NA
2008,9,North Carolina,ACC (Coastal),8,5,.615,4,4,.500,27.7,21.2,7.90,2.67,,17,,record adjusted to 0-5-0 by NCAA,NA
2008,10,Miami (FL),ACC (Coastal),7,6,.538,4,4,.500,27.1,24.2,4.85,3.62,,23,,,NA
2008,11,Virginia,ACC (Coastal),5,7,.417,3,5,.375,16.1,21.7,1.40,4.57,,,,,NA
2008,12,Duke,ACC (Coastal),4,8,.333,1,7,.125,20.1,23.4,-0.39,3.28,,,,,NA
2008,13,Missouri,Big 12 (North),10,4,.714,5,3,.625,42.2,27.2,13.11,4.54,6,3,19,,NA
2008,14,Nebraska,Big 12 (North),9,4,.692,5,3,.625,35.4,28.5,10.92,3.69,,,,,NA
2008,15,Kansas,Big 12 (North),8,5,.615,4,4,.500,33.4,28.8,9.23,4.00,14,13,,,NA
2008,16,Colorado,Big 12 (North),5,7,.417,2,6,.250,20.2,29.3,-1.07,4.10,,,,,NA
2008,17,Kansas State,Big 12 (North),5,7,.417,2,6,.250,34.9,35.8,-3.39,0.78,,,,,NA
2008,18,Iowa State,Big 12 (North),2,10,.167,0,8,.000,25.3,35.8,-7.80,1.11,,,,,NA
2008,19,Texas,Big 12 (South),12,1,.923,7,1,.875,42.4,18.8,23.98,6.05,11,1,4,,NA
2008,20,Oklahoma,Big 12 (South),12,2,.857,7,1,.875,51.1,24.5,24.79,6.72,4,1,5,,NA
2008,21,Texas Tech,Big 12 (South),11,2,.846,7,1,.875,43.8,27.8,15.46,3.00,12,2,12,,NA
2008,22,Oklahoma State,Big 12 (South),9,4,.692,5,3,.625,40.8,28.1,13.09,3.78,,7,16,,NA
2008,23,Baylor,Big 12 (South),4,8,.333,2,6,.250,28.0,29.3,2.59,5.68,,,,,NA
2008,24,Texas A&M,Big 12 (South),4,8,.333,2,6,.250,25.0,37.4,-5.38,4.12,,,,,NA
2008,25,Cincinnati,Big East,11,3,.786,6,1,.857,25.9,20.1,6.03,-0.19,,12,17,,NA
2008,26,Pitt,Big East,9,4,.692,5,2,.714,27.1,21.5,8.87,3.17,25,17,,,NA
2008,27,West Virginia,Big East,9,4,.692,5,2,.714,24.5,17.0,7.09,0.09,8,8,23,,NA
2008,28,Rutgers,Big East,8,5,.615,5,2,.714,29.0,18.8,6.35,-0.26,,,,,NA
2008,29,Connecticut,Big East,8,5,.615,3,4,.429,24.9,19.8,4.67,0.75,,24,,,NA
2008,30,South Florida,Big East,8,5,.615,2,5,.286,27.6,20.0,4.45,-0.62,19,10,,,NA
2008,31,Louisville,Big East,5,7,.417,1,6,.143,24.7,29.8,-3.83,-0.33,,,,,NA
2008,32,Syracuse,Big East,3,9,.250,1,6,.143,18.1,32.7,-9.00,2.84,,,,,NA
2008,33,Penn State,Big Ten,11,2,.846,7,1,.875,38.9,14.4,17.82,1.97,22,3,8,,NA
2008,34,Ohio State,Big Ten,10,3,.769,7,1,.875,27.6,13.9,13.94,3.87,2,2,9,,NA
2008,35,Michigan State,Big Ten,9,4,.692,6,2,.750,25.1,22.1,7.92,3.15,,17,24,,NA
2008,36,Iowa,Big Ten,9,4,.692,5,3,.625,30.3,13.0,11.11,0.57,,20,20,,NA
2008,37,Northwestern,Big Ten,9,4,.692,5,3,.625,24.4,20.2,4.82,-0.11,,22,,,NA
2008,38,Minnesota,Big Ten,7,6,.538,3,5,.375,23.2,24.8,0.01,0.09,,20,,,NA
2008,39,Wisconsin,Big Ten,7,6,.538,3,5,.375,27.5,26.5,1.82,1.13,13,8,,,NA
2008,40,Illinois,Big Ten,5,7,.417,3,5,.375,28.7,26.6,2.96,2.04,20,20,,,NA
2008,41,Purdue,Big Ten,4,8,.333,2,6,.250,24.7,25.1,-0.54,3.04,,,,,NA
2008,42,Michigan,Big Ten,3,9,.250,2,6,.250,20.3,28.9,-4.66,3.00,,,,,NA
2008,43,Indiana,Big Ten,3,9,.250,1,7,.125,20.5,35.3,-8.73,1.44,,,,,NA
2008,44,East Carolina,CUSA (East),9,5,.643,6,2,.750,23.4,21.1,1.58,-1.49,,14,,,NA
2008,45,Southern Mississippi,CUSA (East),7,6,.538,4,4,.500,30.6,24.1,0.46,-3.24,,,,,NA
2008,46,Memphis,CUSA (East),6,7,.462,4,4,.500,27.2,27.2,-5.62,-4.77,,,,,NA
2008,47,Marshall,CUSA (East),4,8,.333,3,5,.375,20.5,27.7,-7.66,-1.00,,,,,NA
2008,48,UAB,CUSA (East),4,8,.333,3,5,.375,22.8,31.3,-9.78,-3.61,,,,,NA
2008,49,UCF,CUSA (East),4,8,.333,3,5,.375,16.6,24.1,-8.39,-2.98,,,,,NA
2008,50,Tulsa,CUSA (West),11,3,.786,7,1,.875,47.2,27.9,7.06,-6.58,,19,,,NA
2008,51,Rice,CUSA (West),10,3,.769,7,1,.875,41.3,33.3,3.92,-3.55,,,,,NA
2008,52,Houston,CUSA (West),8,5,.615,6,2,.750,40.6,30.9,2.21,-3.40,,,,,NA
2008,53,UTEP,CUSA (West),5,7,.417,4,4,.500,32.9,37.0,-4.95,-1.45,,,,,NA
2008,54,Tulane,CUSA (West),2,10,.167,1,7,.125,16.7,34.5,-15.77,-1.77,,,,,NA
2008,55,SMU,CUSA (West),1,11,.083,0,8,.000,21.3,38.2,-14.50,-0.58,,,,,NA
2008,56,Western Kentucky,Ind,2,10,.167,0,5,.000,17.5,27.2,-13.78,-4.44,,,,,NA
2008,57,Navy,Ind,8,5,.615,0,0,,27.2,22.0,3.53,-0.78,,,,,NA
2008,58,Notre Dame,Ind,7,6,.538,0,0,,24.7,22.2,2.99,0.91,,,,,NA
2008,59,Army,Ind,3,9,.250,0,0,,14.8,23.7,-12.69,-4.27,,,,,NA
2008,60,Buffalo,MAC (East),8,6,.571,5,3,.625,30.3,28.2,-0.41,-2.70,,,,,NA
2008,61,Bowling Green State,MAC (East),6,6,.500,4,4,.500,27.7,23.2,-2.00,-5.25,,,,,NA
2008,62,Temple,MAC (East),5,7,.417,4,4,.500,23.4,23.1,-3.38,-4.05,,,,,NA
2008,63,Akron,MAC (East),5,7,.417,3,5,.375,30.0,31.3,-6.87,-4.95,,,,,NA
2008,64,Kent State,MAC (East),4,8,.333,3,5,.375,25.7,31.7,-11.10,-5.02,,,,,NA
2008,65,Ohio,MAC (East),4,8,.333,3,5,.375,24.1,27.3,-8.80,-4.64,,,,,NA
2008,66,Miami (OH),MAC (East),2,10,.167,1,7,.125,18.4,32.7,-17.24,-3.91,,,,,NA
2008,67,Ball State,MAC (West),12,2,.857,8,0,1.000,34.9,20.5,6.26,-7.03,,12,,,NA
2008,68,Western Michigan,MAC (West),9,4,.692,6,2,.750,28.6,24.9,-0.87,-4.49,,,,,NA
2008,69,Central Michigan,MAC (West),8,5,.615,6,2,.750,29.5,30.2,-2.75,-4.44,,,,,NA
2008,70,Northern Illinois,MAC (West),6,7,.462,5,3,.625,24.2,18.0,-2.73,-5.43,,,,,NA
2008,71,Eastern Michigan,MAC (West),3,9,.250,2,6,.250,25.8,35.6,-13.89,-3.73,,,,,NA
2008,72,Toledo,MAC (West),3,9,.250,2,6,.250,22.4,31.4,-12.22,-3.81,,,,,NA
2008,73,Utah,MWC,13,0,1.000,8,0,1.000,36.9,17.2,13.79,-2.06,,2,2,,NA
2008,74,Texas Christian,MWC,11,2,.846,7,1,.875,33.6,11.3,13.47,-1.23,,7,7,,NA
2008,75,Brigham Young,MWC,10,3,.769,6,2,.750,34.2,21.9,4.96,-3.58,16,8,25,,NA
2008,76,Air Force,MWC,8,5,.615,5,3,.625,26.8,22.2,2.55,-2.53,,,,,NA
2008,77,Colorado State,MWC,7,6,.538,4,4,.500,25.2,30.2,-3.96,-1.04,,,,,NA
2008,78,Nevada-Las Vegas,MWC,5,7,.417,2,6,.250,25.6,32.6,-7.41,-1.08,,,,,NA
2008,79,New Mexico,MWC,4,8,.333,2,6,.250,21.1,22.8,-4.18,-0.35,,,,,NA
2008,80,Wyoming,MWC,4,8,.333,1,7,.125,12.7,27.8,-11.44,-1.94,,,,,NA
2008,81,San Diego State,MWC,2,10,.167,1,7,.125,19.3,37.2,-14.97,-2.89,,,,,NA
2008,82,USC,Pac-10,12,1,.923,8,1,.889,37.5,9.0,22.24,3.86,3,1,3,,NA
2008,83,Oregon,Pac-10,10,3,.769,7,2,.778,41.9,28.2,12.39,3.08,21,10,10,,NA
2008,84,Oregon State,Pac-10,9,4,.692,7,2,.778,30.5,23.1,10.26,4.80,,17,18,,NA
2008,85,California,Pac-10,9,4,.692,6,3,.667,32.6,19.9,10.43,2.89,,21,,,NA
2008,86,Arizona,Pac-10,8,5,.615,5,4,.556,36.6,21.3,9.21,-0.33,,,,,NA
2008,87,Arizona State,Pac-10,5,7,.417,4,5,.444,22.8,22.7,1.62,1.70,15,15,,,NA
2008,88,Stanford,Pac-10,5,7,.417,4,5,.444,26.3,27.4,-0.04,3.79,,,,,NA
2008,89,UCLA,Pac-10,4,8,.333,3,6,.333,17.7,29.0,-3.98,3.61,,23,,,NA
2008,90,Washington State,Pac-10,2,11,.154,1,8,.111,12.7,43.8,-13.82,3.33,,,,,NA
2008,91,Washington,Pac-10,0,12,.000,0,9,.000,13.3,38.6,-12.08,6.75,,,,,NA
2008,92,Florida,SEC (East),13,1,.929,7,1,.875,43.6,12.9,25.37,5.59,5,1,1,,NA
2008,93,Georgia,SEC (East),10,3,.769,6,2,.750,31.5,24.5,11.60,4.52,1,1,13,,NA
2008,94,South Carolina,SEC (East),7,6,.538,4,4,.500,20.8,21.1,5.21,4.28,,24,,,NA
2008,95,Vanderbilt,SEC (East),7,6,.538,4,4,.500,19.2,19.6,4.48,4.32,,13,,,NA
2008,96,Tennessee,SEC (East),5,7,.417,3,5,.375,17.3,16.8,1.64,2.89,18,18,,,NA
2008,97,Kentucky,SEC (East),7,6,.538,2,6,.250,22.6,21.5,3.55,1.24,,,,,NA
2008,98,Alabama,SEC (West),12,2,.857,8,0,1.000,30.1,14.3,16.15,2.93,24,1,6,,NA
2008,99,Ole Miss,SEC (West),9,4,.692,5,3,.625,32.1,19.0,12.11,3.18,,14,14,,NA
2008,100,LSU,SEC (West),8,5,.615,3,5,.375,30.9,24.2,5.91,1.37,7,3,,,NA
2008,101,Arkansas,SEC (West),5,7,.417,2,6,.250,21.9,31.2,-0.36,5.56,,,,,NA
2008,102,Auburn,SEC (West),5,7,.417,2,6,.250,17.3,18.0,1.26,2.10,10,9,,,NA
2008,103,Mississippi State,SEC (West),4,8,.333,2,6,.250,15.3,24.7,-5.00,1.75,,,,,NA
2008,104,Troy,Sun Belt,8,5,.615,7,1,.875,32.8,21.3,1.06,-4.94,,,,,NA
2008,105,Louisiana-Lafayette,Sun Belt,6,6,.500,5,2,.714,33.1,33.7,-5.57,-6.24,,,,,NA
2008,106,Florida Atlantic,Sun Belt,7,6,.538,5,3,.625,25.1,28.7,-5.70,-4.08,,,,,NA
2008,107,Arkansas State,Sun Belt,6,6,.500,4,3,.571,27.0,23.8,-6.24,-5.91,,,,,NA
2008,108,Florida International,Sun Belt,5,7,.417,4,4,.500,24.7,28.3,-6.58,-4.92,,,,,NA
2008,109,Middle Tennessee State,Sun Belt,5,7,.417,4,4,.500,22.8,24.9,-8.58,-5.99,,,,,NA
2008,110,Louisiana-Monroe,Sun Belt,4,8,.333,3,4,.429,23.7,31.2,-10.58,-6.24,,,,,NA
2008,111,North Texas,Sun Belt,1,11,.083,1,7,.125,20.0,47.6,-22.21,-3.54,,,,,NA
2008,112,Boise State,WAC,12,1,.923,8,0,1.000,37.6,12.6,12.83,-3.94,,9,11,,NA
2008,113,Louisiana Tech,WAC,8,5,.615,5,3,.625,24.6,23.7,-3.56,-5.41,,,,,NA
2008,114,Nevada,WAC,7,6,.538,5,3,.625,37.6,32.3,2.25,-3.14,,,,,NA
2008,115,Hawaii,WAC,7,7,.500,5,3,.625,24.6,28.9,-4.06,-1.99,,,,,NA
2008,116,Fresno State,WAC,7,6,.538,4,4,.500,29.6,31.1,-3.53,-4.06,,21,,,NA
2008,117,San Jose State,WAC,6,6,.500,4,4,.500,18.7,21.6,-7.22,-4.97,,,,,NA
2008,118,Utah State,WAC,3,9,.250,3,5,.375,24.0,34.7,-9.20,-0.95,,,,,NA
2008,119,New Mexico State,WAC,3,9,.250,1,7,.125,22.2,34.1,-11.99,-4.08,,,,,NA
2008,120,Idaho,WAC,2,10,.167,1,7,.125,19.6,42.8,-19.87,-4.12,,,,,NA
2009,1,Clemson,ACC (Atlantic),9,5,.643,6,2,.750,31.1,20.4,11.73,4.01,,15,24,,NA
2009,2,Boston College,ACC (Atlantic),8,5,.615,5,3,.625,24.8,19.8,5.47,2.17,,,,,NA
2009,3,Florida State,ACC (Atlantic),7,6,.538,4,4,.500,30.1,30.0,6.08,5.38,18,18,,,NA
2009,4,Wake Forest,ACC (Atlantic),5,7,.417,3,5,.375,26.3,26.3,1.85,2.94,,,,,NA
2009,5,North Carolina State,ACC (Atlantic),5,7,.417,2,6,.250,30.3,31.2,-1.06,2.36,,,,,NA
2009,6,Maryland,ACC (Atlantic),2,10,.167,1,7,.125,21.3,31.3,-6.60,2.65,,,,,NA
2009,7,Georgia Tech,ACC (Coastal),11,3,.786,7,1,.875,33.8,24.8,13.54,4.83,15,7,13,record adjusted to 10-3-0 by NCAA,NA
2009,8,Virginia Tech,ACC (Coastal),10,3,.769,6,2,.750,31.8,15.6,18.57,5.42,7,4,10,,NA
2009,9,Miami (FL),ACC (Coastal),9,4,.692,5,3,.625,30.3,22.2,12.20,4.73,,8,19,,NA
2009,10,North Carolina,ACC (Coastal),8,5,.615,4,4,.500,23.8,17.1,8.04,3.04,21,19,,record adjusted to 0-5-0 by NCAA,NA
2009,11,Duke,ACC (Coastal),5,7,.417,3,5,.375,25.2,28.3,-2.45,-0.20,,,,,NA
2009,12,Virginia,ACC (Coastal),3,9,.250,2,6,.250,19.3,26.3,-3.00,4.50,,,,,NA
2009,13,Nebraska,Big 12 (North),10,4,.714,6,2,.750,25.1,10.4,11.41,2.69,24,14,14,,NA
2009,14,Missouri,Big 12 (North),8,5,.615,4,4,.500,29.0,25.4,4.33,1.25,,24,,,NA
2009,15,Kansas State,Big 12 (North),6,6,.500,4,4,.500,23.0,23.3,-1.08,-0.08,,,,,NA
2009,16,Iowa State,Big 12 (North),7,6,.538,3,5,.375,20.5,21.8,-0.96,-0.73,,,,,NA
2009,17,Colorado,Big 12 (North),3,9,.250,2,6,.250,22.3,28.8,-3.86,2.39,,,,,NA
2009,18,Kansas,Big 12 (North),5,7,.417,1,7,.125,29.4,28.4,0.88,2.22,25,16,,,NA
2009,19,Texas,Big 12 (South),13,1,.929,8,0,1.000,39.3,16.7,20.21,3.49,2,2,2,,NA
2009,20,Oklahoma State,Big 12 (South),9,4,.692,6,2,.750,28.4,21.7,8.01,2.78,9,5,,,NA
2009,21,Texas Tech,Big 12 (South),9,4,.692,5,3,.625,37.0,22.5,10.79,0.86,,21,21,,NA
2009,22,Oklahoma,Big 12 (South),8,5,.615,5,3,.625,31.1,14.5,13.21,4.82,3,3,,,NA
2009,23,Texas A&M,Big 12 (South),6,7,.462,3,5,.375,32.8,33.5,3.37,2.91,,,,,NA
2009,24,Baylor,Big 12 (South),4,8,.333,1,7,.125,20.8,27.3,-2.30,4.37,,,,,NA
2009,25,Cincinnati,Big East,12,1,.923,7,0,1.000,38.6,23.1,14.23,1.77,,4,8,,NA
2009,26,Pitt,Big East,10,3,.769,5,2,.714,32.1,19.8,12.75,1.98,,8,15,,NA
2009,27,West Virginia,Big East,9,4,.692,5,2,.714,26.2,21.7,7.48,2.48,,18,25,,NA
2009,28,Rutgers,Big East,9,4,.692,3,4,.429,28.8,17.9,6.34,-2.12,,25,,,NA
2009,29,Connecticut,Big East,8,5,.615,3,4,.429,31.2,23.6,8.03,2.80,,,,,NA
2009,30,South Florida,Big East,8,5,.615,3,4,.429,26.5,19.8,3.64,-0.05,,21,,,NA
2009,31,Louisville,Big East,4,8,.333,1,6,.143,18.1,26.3,-4.01,2.83,,,,,NA
2009,32,Syracuse,Big East,4,8,.333,1,6,.143,21.2,27.9,-4.41,2.51,,,,,NA
2009,33,Ohio State,Big Ten,11,2,.846,7,1,.875,29.0,12.5,14.71,1.71,6,5,5,,NA
2009,34,Iowa,Big Ten,11,2,.846,6,2,.750,23.2,15.4,10.26,1.87,22,7,7,,NA
2009,35,Penn State,Big Ten,11,2,.846,6,2,.750,28.8,12.2,13.86,-0.75,9,5,9,,NA
2009,36,Wisconsin,Big Ten,10,3,.769,5,3,.625,31.8,21.8,8.19,0.35,,16,16,,NA
2009,37,Northwestern,Big Ten,8,5,.615,5,3,.625,25.9,24.5,-0.39,-1.93,,,,,NA
2009,38,Michigan State,Big Ten,6,7,.462,4,4,.500,29.7,26.3,2.52,1.68,,,,,NA
2009,39,Purdue,Big Ten,5,7,.417,4,4,.500,27.8,29.1,0.79,1.70,,,,,NA
2009,40,Minnesota,Big Ten,6,7,.462,3,5,.375,20.9,23.8,-0.10,2.67,,,,,NA
2009,41,Illinois,Big Ten,3,9,.250,2,6,.250,24.2,30.2,-3.67,2.24,,,,,NA
2009,42,Michigan,Big Ten,5,7,.417,1,7,.125,29.5,27.5,-1.51,-0.26,,22,,,NA
2009,43,Indiana,Big Ten,4,8,.333,1,7,.125,23.5,29.5,-5.75,-0.25,,,,,NA
2009,44,East Carolina,CUSA (East),9,5,.643,7,1,.875,27.0,21.9,3.58,-0.85,,,,,NA
2009,45,UCF,CUSA (East),8,5,.615,6,2,.750,26.2,22.5,-0.75,-2.44,,,,,NA
2009,46,Southern Mississippi,CUSA (East),7,6,.538,5,3,.625,32.9,25.8,-0.67,-4.36,,,,,NA
2009,47,Marshall,CUSA (East),7,6,.538,4,4,.500,21.8,24.3,-3.35,-2.88,,,,,NA
2009,48,UAB,CUSA (East),5,7,.417,4,4,.500,27.8,32.3,-5.75,-2.67,,,,,NA
2009,49,Memphis,CUSA (East),2,10,.167,1,7,.125,21.8,34.8,-12.06,-0.81,,,,,NA
2009,50,Houston,CUSA (West),10,4,.714,6,2,.750,42.2,30.1,4.21,-3.07,,12,,,NA
2009,51,SMU,CUSA (West),8,5,.615,6,2,.750,29.2,27.6,-3.09,-4.09,,,,,NA
2009,52,Tulsa,CUSA (West),5,7,.417,3,5,.375,29.3,27.3,-4.25,-4.50,,,,,NA
2009,53,UTEP,CUSA (West),4,8,.333,3,5,.375,29.8,33.5,-7.21,-5.04,,,,,NA
2009,54,Rice,CUSA (West),2,10,.167,2,6,.250,18.3,43.1,-16.33,-0.91,,,,,NA
2009,55,Tulane,CUSA (West),3,9,.250,1,7,.125,16.1,36.7,-16.23,-3.23,,,,,NA
2009,56,Navy,Ind,10,4,.714,0,0,,28.0,19.4,4.87,-2.63,,,,,NA
2009,57,Notre Dame,Ind,6,6,.500,0,0,,30.1,25.9,6.49,3.65,23,18,,,NA
2009,58,Army,Ind,5,7,.417,0,0,,15.3,21.9,-12.59,-6.59,,,,,NA
2009,59,Temple,MAC (East),9,4,.692,7,1,.875,29.5,22.3,-2.36,-8.29,,,,,NA
2009,60,Ohio,MAC (East),9,5,.643,7,1,.875,24.8,21.3,-1.89,-6.18,,,,,NA
2009,61,Bowling Green State,MAC (East),7,6,.538,6,2,.750,28.5,27.5,-2.34,-4.65,,,,,NA
2009,62,Kent State,MAC (East),5,7,.417,4,4,.500,19.3,22.4,-10.69,-7.77,,,,,NA
2009,63,Buffalo,MAC (East),5,7,.417,3,5,.375,24.1,23.8,-6.75,-5.58,,,,,NA
2009,64,Akron,MAC (East),3,9,.250,2,6,.250,19.3,28.8,-14.65,-4.99,,,,,NA
2009,65,Miami (OH),MAC (East),1,11,.083,1,7,.125,15.6,34.2,-16.98,-1.39,,,,,NA
2009,66,Central Michigan,MAC (West),12,2,.857,8,0,1.000,33.9,18.9,4.76,-6.38,,23,23,,NA
2009,67,Northern Illinois,MAC (West),7,6,.538,5,3,.625,28.6,21.6,-4.24,-7.54,,,,,NA
2009,68,Western Michigan,MAC (West),5,7,.417,4,4,.500,24.7,27.5,-10.53,-8.78,,,,,NA
2009,69,Toledo,MAC (West),5,7,.417,3,5,.375,29.7,37.7,-11.29,-5.79,,,,,NA
2009,70,Ball State,MAC (West),2,10,.167,2,6,.250,19.2,28.2,-15.38,-7.05,,,,,NA
2009,71,Eastern Michigan,MAC (West),0,12,.000,0,8,.000,16.4,38.3,-22.89,-5.48,,,,,NA
2009,72,Texas Christian,MWC,12,1,.923,8,0,1.000,38.3,12.8,17.05,-1.33,17,3,6,,NA
2009,73,Brigham Young,MWC,11,2,.846,7,1,.875,35.5,21.5,9.67,-0.56,20,7,12,,NA
2009,74,Utah,MWC,10,3,.769,6,2,.750,29.8,20.2,7.28,-1.18,19,16,18,,NA
