from_id,year,to_id,Wk,Month,Date,TrueYear,Day,WinPts,WinTeamHome,LosePts,Time,TV,Month2,GameDate,Rk,Conf,Overall W,Overall L,Overall Pct,Conference W,Conference L,Conference Pct,PPG,OPPG,SRS SRS,SRS SOS,Polls AP Pre,Polls AP High,Polls AP Post,Polls AP Curr
Air Force,2000,Fresno State,17,Dec,31,2000,Sun,37,TRUE,34,NA,NA,12,2000-12-31,79,MWC,9,3,0.75,5,2,0.714,35.1,26,2.84,-4.33,NA,NA,NA,NA
Air Force,2000,Utah,5,Sep,23,2000,Sat,23,FALSE,14,NA,NA,9,2000-09-23,79,MWC,9,3,0.75,5,2,0.714,35.1,26,2.84,-4.33,NA,NA,NA,NA
Air Force,2000,Brigham Young,3,Sep,9,2000,Sat,31,TRUE,23,NA,NA,9,2000-09-09,79,MWC,9,3,0.75,5,2,0.714,35.1,26,2.84,-4.33,NA,NA,NA,NA
Air Force,2000,Army,11,Nov,4,2000,Sat,41,FALSE,27,NA,NA,11,2000-11-04,79,MWC,9,3,0.75,5,2,0.714,35.1,26,2.84,-4.33,NA,NA,NA,NA
Air Force,2000,Wyoming,8,Oct,14,2000,Sat,51,FALSE,34,NA,NA,10,2000-10-14,79,MWC,9,3,0.75,5,2,0.714,35.1,26,2.84,-4.33,NA,NA,NA,NA
Air Force,2000,Navy,7,Oct,7,2000,Sat,27,TRUE,13,NA,NA,10,2000-10-07,79,MWC,9,3,0.75,5,2,0.714,35.1,26,2.84,-4.33,NA,NA,NA,NA
Air Force,2000,San Diego State,13,Nov,18,2000,Sat,45,TRUE,24,NA,NA,11,2000-11-18,79,MWC,9,3,0.75,5,2,0.714,35.1,26,2.84,-4.33,NA,NA,NA,NA
Air Force,2000,Colorado State,12,Nov,11,2000,Sat,44,TRUE,40,NA,NA,11,2000-11-11,79,MWC,9,3,0.75,5,2,0.714,35.1,26,2.84,-4.33,NA,NA,NA,NA
Akron,2000,Bowling Green State,7,Oct,7,2000,Sat,27,FALSE,21,NA,NA,10,2000-10-07,67,MAC (East),6,5,0.545,5,3,0.625,30.3,26.8,-5.38,-7.65,NA,NA,NA,NA
Akron,2000,Buffalo,12,Nov,11,2000,Sat,49,TRUE,14,NA,NA,11,2000-11-11,67,MAC (East),6,5,0.545,5,3,0.625,30.3,26.8,-5.38,-7.65,NA,NA,NA,NA
Akron,2000,Kent State,13,Nov,18,2000,Sat,34,FALSE,6,NA,NA,11,2000-11-18,67,MAC (East),6,5,0.545,5,3,0.625,30.3,26.8,-5.38,-7.65,NA,NA,NA,NA
Akron,2000,Ohio,5,Sep,23,2000,Sat,23,FALSE,20,NA,NA,9,2000-09-23,67,MAC (East),6,5,0.545,5,3,0.625,30.3,26.8,-5.38,-7.65,NA,NA,NA,NA
Akron,2000,Miami (OH),6,Sep,30,2000,Sat,37,TRUE,20,NA,NA,9,2000-09-30,67,MAC (East),6,5,0.545,5,3,0.625,30.3,26.8,-5.38,-7.65,NA,NA,NA,NA
Alabama,2000,Vanderbilt,3,Sep,9,2000,Sat,28,TRUE,10,NA,NA,9,2000-09-09,107,SEC (West),3,8,0.273,3,5,0.375,20.7,22.4,1.04,4.86,3,3,NA,NA
Alabama,2000,South Carolina,6,Sep,30,2000,Sat,27,TRUE,17,NA,NA,9,2000-09-30,107,SEC (West),3,8,0.273,3,5,0.375,20.7,22.4,1.04,4.86,3,3,NA,NA
Arizona,2000,Stanford,6,Sep,30,2000,Sat,27,FALSE,3,NA,NA,9,2000-09-30,92,Pac-10,5,6,0.455,3,5,0.375,23.1,21.5,7.8,7.16,NA,21,NA,NA
Arizona,2000,Utah,2,Sep,2,2000,Sat,17,FALSE,3,NA,NA,9,2000-09-02,92,Pac-10,5,6,0.455,3,5,0.375,23.1,21.5,7.8,7.16,NA,21,NA,NA
Arizona,2000,Washington State,8,Oct,14,2000,Sat,53,TRUE,47,NA,NA,10,2000-10-14,92,Pac-10,5,6,0.455,3,5,0.375,23.1,21.5,7.8,7.16,NA,21,NA,NA
Arizona,2000,San Diego State,4,Sep,16,2000,Sat,17,TRUE,3,NA,NA,9,2000-09-16,92,Pac-10,5,6,0.455,3,5,0.375,23.1,21.5,7.8,7.16,NA,21,NA,NA
Arizona State,2000,Colorado State,4,Sep,16,2000,Sat,13,TRUE,10,NA,NA,9,2000-09-16,90,Pac-10,6,6,0.5,3,5,0.375,26.1,25.3,5.92,4.75,NA,NA,NA,NA
Arizona State,2000,San Diego State,2,Aug,31,2000,Thu,10,FALSE,7,NA,NA,8,2000-08-31,90,Pac-10,6,6,0.5,3,5,0.375,26.1,25.3,5.92,4.75,NA,NA,NA,NA
Arizona State,2000,Washington State,9,Oct,21,2000,Sat,23,FALSE,20,NA,NA,10,2000-10-21,90,Pac-10,6,6,0.5,3,5,0.375,26.1,25.3,5.92,4.75,NA,NA,NA,NA
Arizona State,2000,California,7,Oct,7,2000,Sat,30,TRUE,10,NA,NA,10,2000-10-07,90,Pac-10,6,6,0.5,3,5,0.375,26.1,25.3,5.92,4.75,NA,NA,NA,NA
Arizona State,2000,Arizona,14,Nov,24,2000,Fri,30,FALSE,17,NA,NA,11,2000-11-24,90,Pac-10,6,6,0.5,3,5,0.375,26.1,25.3,5.92,4.75,NA,NA,NA,NA
Arizona State,2000,Utah State,5,Sep,23,2000,Sat,44,TRUE,20,NA,NA,9,2000-09-23,90,Pac-10,6,6,0.5,3,5,0.375,26.1,25.3,5.92,4.75,NA,NA,NA,NA
Arkansas,2000,Alabama,5,Sep,23,2000,Sat,28,TRUE,21,NA,NA,9,2000-09-23,106,SEC (West),6,6,0.5,3,5,0.375,23.2,24.1,-0.38,1.79,NA,NA,NA,NA
Arkansas,2000,Mississippi State,13,Nov,18,2000,Sat,17,FALSE,10,NA,NA,11,2000-11-18,106,SEC (West),6,6,0.5,3,5,0.375,23.2,24.1,-0.38,1.79,NA,NA,NA,NA
Arkansas,2000,Louisiana-Monroe,7,Oct,7,2000,Sat,52,TRUE,6,NA,NA,10,2000-10-07,106,SEC (West),6,6,0.5,3,5,0.375,23.2,24.1,-0.38,1.79,NA,NA,NA,NA
Arkansas,2000,Boise State,4,Sep,16,2000,Sat,38,TRUE,31,NA,NA,9,2000-09-16,106,SEC (West),6,6,0.5,3,5,0.375,23.2,24.1,-0.38,1.79,NA,NA,NA,NA
Arkansas State,2000,North Texas,12,Nov,11,2000,Sat,53,TRUE,28,NA,NA,11,2000-11-11,46,Big West,1,10,0.091,1,4,0.2,22.5,37.3,-13.4,-1.58,NA,NA,NA,NA
Army,2000,Tulane,9,Oct,21,2000,Sat,21,TRUE,17,NA,NA,10,2000-10-21,55,CUSA,1,10,0.091,1,6,0.143,20.4,33.8,-15.26,-2.26,NA,NA,NA,NA
Auburn,2000,Arkansas,10,Oct,28,2000,Sat,21,TRUE,19,NA,NA,10,2000-10-28,102,SEC (West),9,4,0.692,6,2,0.75,24.3,20.5,7.64,3.56,NA,15,18,NA
Auburn,2000,Northern Illinois,5,Sep,23,2000,Sat,31,TRUE,14,NA,NA,9,2000-09-23,102,SEC (West),9,4,0.692,6,2,0.75,24.3,20.5,7.64,3.56,NA,15,18,NA
Auburn,2000,Vanderbilt,6,Sep,30,2000,Sat,33,TRUE,0,NA,NA,9,2000-09-30,102,SEC (West),9,4,0.692,6,2,0.75,24.3,20.5,7.64,3.56,NA,15,18,NA
Auburn,2000,Georgia,12,Nov,11,2000,Sat,29,TRUE,26,NA,NA,11,2000-11-11,102,SEC (West),9,4,0.692,6,2,0.75,24.3,20.5,7.64,3.56,NA,15,18,NA
Auburn,2000,Louisiana Tech,9,Oct,21,2000,Sat,38,TRUE,28,NA,NA,10,2000-10-21,102,SEC (West),9,4,0.692,6,2,0.75,24.3,20.5,7.64,3.56,NA,15,18,NA
Auburn,2000,Alabama,13,Nov,18,2000,Sat,9,FALSE,0,NA,NA,11,2000-11-18,102,SEC (West),9,4,0.692,6,2,0.75,24.3,20.5,7.64,3.56,NA,15,18,NA
Auburn,2000,Wyoming,2,Aug,31,2000,Thu,35,TRUE,21,NA,NA,8,2000-08-31,102,SEC (West),9,4,0.692,6,2,0.75,24.3,20.5,7.64,3.56,NA,15,18,NA
Ball State,2000,Eastern Michigan,8,Oct,14,2000,Sat,33,TRUE,14,NA,NA,10,2000-10-14,75,MAC (West),5,6,0.455,4,3,0.571,19.3,31.7,-9.96,-4.41,NA,NA,NA,NA
Ball State,2000,Central Michigan,10,Oct,28,2000,Sat,38,FALSE,34,NA,NA,10,2000-10-28,75,MAC (West),5,6,0.455,4,3,0.571,19.3,31.7,-9.96,-4.41,NA,NA,NA,NA
Ball State,2000,Buffalo,9,Oct,21,2000,Sat,44,FALSE,35,NA,NA,10,2000-10-21,75,MAC (West),5,6,0.455,4,3,0.571,19.3,31.7,-9.96,-4.41,NA,NA,NA,NA
Ball State,2000,Miami (OH),7,Oct,7,2000,Sat,15,FALSE,10,NA,NA,10,2000-10-07,75,MAC (West),5,6,0.455,4,3,0.571,19.3,31.7,-9.96,-4.41,NA,NA,NA,NA
Ball State,2000,Connecticut,13,Nov,18,2000,Sat,29,TRUE,0,NA,NA,11,2000-11-18,75,MAC (West),5,6,0.455,4,3,0.571,19.3,31.7,-9.96,-4.41,NA,NA,NA,NA
Baylor,2000,North Texas,2,Aug,31,2000,Thu,20,FALSE,7,NA,NA,8,2000-08-31,21,Big 12 (South),2,9,0.182,0,8,0,12.6,36.1,-11.48,4.71,NA,NA,NA,NA
Baylor,2000,South Florida,5,Sep,23,2000,Sat,28,TRUE,13,NA,NA,9,2000-09-23,21,Big 12 (South),2,9,0.182,0,8,0,12.6,36.1,-11.48,4.71,NA,NA,NA,NA
Boise State,2000,New Mexico,2,Sep,2,2000,Sat,31,FALSE,14,NA,NA,9,2000-09-02,41,Big West,10,2,0.833,5,0,1,44.3,22.8,6.78,-8.8,NA,NA,NA,NA
Boise State,2000,New Mexico State,10,Oct,28,2000,Sat,34,FALSE,31,NA,NA,10,2000-10-28,41,Big West,10,2,0.833,5,0,1,44.3,22.8,6.78,-8.8,NA,NA,NA,NA
Boise State,2000,Arkansas State,11,Nov,4,2000,Sat,42,FALSE,14,NA,NA,11,2000-11-04,41,Big West,10,2,0.833,5,0,1,44.3,22.8,6.78,-8.8,NA,NA,NA,NA
Boise State,2000,Utah State,12,Nov,11,2000,Sat,66,TRUE,38,NA,NA,11,2000-11-11,41,Big West,10,2,0.833,5,0,1,44.3,22.8,6.78,-8.8,NA,NA,NA,NA
Boise State,2000,Idaho,13,Nov,18,2000,Sat,66,TRUE,24,NA,NA,11,2000-11-18,41,Big West,10,2,0.833,5,0,1,44.3,22.8,6.78,-8.8,NA,NA,NA,NA
Boise State,2000,Central Michigan,5,Sep,23,2000,Sat,47,FALSE,10,NA,NA,9,2000-09-23,41,Big West,10,2,0.833,5,0,1,44.3,22.8,6.78,-8.8,NA,NA,NA,NA
Boise State,2000,North Texas,9,Oct,21,2000,Sat,59,TRUE,0,NA,NA,10,2000-10-21,41,Big West,10,2,0.833,5,0,1,44.3,22.8,6.78,-8.8,NA,NA,NA,NA
Boston College,2000,Syracuse,8,Oct,14,2000,Sat,20,TRUE,13,NA,NA,10,2000-10-14,26,Big East,7,5,0.583,3,4,0.429,31.5,23.1,6.3,1.72,NA,NA,NA,NA
Boston College,2000,Rutgers,10,Oct,28,2000,Sat,42,TRUE,13,NA,NA,10,2000-10-28,26,Big East,7,5,0.583,3,4,0.429,31.5,23.1,6.3,1.72,NA,NA,NA,NA
Boston College,2000,Connecticut,7,Oct,7,2000,Sat,55,TRUE,3,NA,NA,10,2000-10-07,26,Big East,7,5,0.583,3,4,0.429,31.5,23.1,6.3,1.72,NA,NA,NA,NA
Boston College,2000,Army,3,Sep,9,2000,Sat,55,FALSE,17,NA,NA,9,2000-09-09,26,Big East,7,5,0.583,3,4,0.429,31.5,23.1,6.3,1.72,NA,NA,NA,NA
Boston College,2000,Navy,5,Sep,23,2000,Sat,48,TRUE,7,NA,NA,9,2000-09-23,26,Big East,7,5,0.583,3,4,0.429,31.5,23.1,6.3,1.72,NA,NA,NA,NA
Boston College,2000,Temple,11,Nov,4,2000,Sat,31,TRUE,3,NA,NA,11,2000-11-04,26,Big East,7,5,0.583,3,4,0.429,31.5,23.1,6.3,1.72,NA,NA,NA,NA
Boston College,2000,Arizona State,16,Dec,25,2000,Mon,31,TRUE,17,NA,NA,12,2000-12-25,26,Big East,7,5,0.583,3,4,0.429,31.5,23.1,6.3,1.72,NA,NA,NA,NA
Bowling Green State,2000,Eastern Michigan,9,Oct,21,2000,Sat,20,TRUE,6,NA,NA,10,2000-10-21,69,MAC (East),2,9,0.182,2,6,0.25,15.8,26.3,-13.95,-4.49,NA,NA,NA,NA
Bowling Green State,2000,Kent State,6,Sep,30,2000,Sat,18,FALSE,11,NA,NA,9,2000-09-30,69,MAC (East),2,9,0.182,2,6,0.25,15.8,26.3,-13.95,-4.49,NA,NA,NA,NA
Brigham Young,2000,Virginia,2,Sep,2,2000,Sat,38,FALSE,35,NA,NA,9,2000-09-02,81,MWC,6,6,0.5,4,3,0.571,23.3,25.8,-0.66,1.17,NA,NA,NA,NA
Brigham Young,2000,Wyoming,10,Oct,26,2000,Thu,19,TRUE,7,NA,NA,10,2000-10-26,81,MWC,6,6,0.5,4,3,0.571,23.3,25.8,-0.66,1.17,NA,NA,NA,NA
Brigham Young,2000,Utah State,7,Oct,6,2000,Fri,38,TRUE,14,NA,NA,10,2000-10-06,81,MWC,6,6,0.5,4,3,0.571,23.3,25.8,-0.66,1.17,NA,NA,NA,NA
Brigham Young,2000,New Mexico,13,Nov,18,2000,Sat,37,TRUE,13,NA,NA,11,2000-11-18,81,MWC,6,6,0.5,4,3,0.571,23.3,25.8,-0.66,1.17,NA,NA,NA,NA
Brigham Young,2000,Utah,14,Nov,24,2000,Fri,34,FALSE,27,NA,NA,11,2000-11-24,81,MWC,6,6,0.5,4,3,0.571,23.3,25.8,-0.66,1.17,NA,NA,NA,NA
Brigham Young,2000,Nevada-Las Vegas,5,Sep,23,2000,Sat,10,TRUE,7,NA,NA,9,2000-09-23,81,MWC,6,6,0.5,4,3,0.571,23.3,25.8,-0.66,1.17,NA,NA,NA,NA
Buffalo,2000,Kent State,11,Nov,4,2000,Sat,20,TRUE,17,NA,NA,11,2000-11-04,70,MAC (East),2,9,0.182,2,6,0.25,16.1,41.1,-21.01,-7.28,NA,NA,NA,NA
Buffalo,2000,Bowling Green State,5,Sep,23,2000,Sat,20,TRUE,17,NA,NA,9,2000-09-23,70,MAC (East),2,9,0.182,2,6,0.25,16.1,41.1,-21.01,-7.28,NA,NA,NA,NA
California,2000,Utah,3,Sep,9,2000,Sat,24,TRUE,21,NA,NA,9,2000-09-09,95,Pac-10,3,8,0.273,2,6,0.25,22.4,26.8,2.11,7.11,NA,NA,NA,NA
California,2000,UCLA,8,Oct,14,2000,Sat,46,TRUE,38,NA,NA,10,2000-10-14,95,Pac-10,3,8,0.273,2,6,0.25,22.4,26.8,2.11,7.11,NA,NA,NA,NA
Central Michigan,2000,Western Michigan,12,Nov,11,2000,Sat,21,TRUE,17,NA,NA,11,2000-11-11,77,MAC (West),2,9,0.182,2,6,0.25,12.5,34.2,-17.66,-3.66,NA,NA,NA,NA
Central Michigan,2000,Akron,3,Sep,9,2000,Sat,17,TRUE,7,NA,NA,9,2000-09-09,77,MAC (West),2,9,0.182,2,6,0.25,12.5,34.2,-17.66,-3.66,NA,NA,NA,NA
Cincinnati,2000,Syracuse,3,Sep,9,2000,Sat,12,TRUE,10,NA,NA,9,2000-09-09,49,CUSA,7,5,0.583,5,2,0.714,24.1,23.8,-0.11,-1.61,NA,NA,NA,NA
Cincinnati,2000,Army,2,Sep,4,2000,Mon,23,TRUE,17,NA,NA,9,2000-09-04,49,CUSA,7,5,0.583,5,2,0.714,24.1,23.8,-0.11,-1.61,NA,NA,NA,NA
Cincinnati,2000,Miami (OH),10,Oct,28,2000,Sat,45,TRUE,15,NA,NA,10,2000-10-28,49,CUSA,7,5,0.583,5,2,0.714,24.1,23.8,-0.11,-1.61,NA,NA,NA,NA
Cincinnati,2000,Houston,7,Oct,7,2000,Sat,48,TRUE,31,NA,NA,10,2000-10-07,49,CUSA,7,5,0.583,5,2,0.714,24.1,23.8,-0.11,-1.61,NA,NA,NA,NA
Cincinnati,2000,Memphis,12,Nov,11,2000,Sat,13,FALSE,10,NA,NA,11,2000-11-11,49,CUSA,7,5,0.583,5,2,0.714,24.1,23.8,-0.11,-1.61,NA,NA,NA,NA
Cincinnati,2000,Southern Mississippi,13,Nov,18,2000,Sat,27,TRUE,24,NA,NA,11,2000-11-18,49,CUSA,7,5,0.583,5,2,0.714,24.1,23.8,-0.11,-1.61,NA,NA,NA,NA
Clemson,2000,Virginia,5,Sep,23,2000,Sat,31,FALSE,10,NA,NA,9,2000-09-23,2,ACC,9,3,0.75,6,2,0.75,34.7,21.1,11.54,2.04,17,5,16,NA
Clemson,2000,Maryland,8,Oct,14,2000,Sat,35,TRUE,14,NA,NA,10,2000-10-14,2,ACC,9,3,0.75,6,2,0.75,34.7,21.1,11.54,2.04,17,5,16,NA
Clemson,2000,South Carolina,13,Nov,18,2000,Sat,16,TRUE,14,NA,NA,11,2000-11-18,2,ACC,9,3,0.75,6,2,0.75,34.7,21.1,11.54,2.04,17,5,16,NA
Clemson,2000,Wake Forest,4,Sep,16,2000,Sat,55,TRUE,7,NA,NA,9,2000-09-16,2,ACC,9,3,0.75,6,2,0.75,34.7,21.1,11.54,2.04,17,5,16,NA
Clemson,2000,Duke,6,Sep,30,2000,Sat,52,FALSE,22,NA,NA,9,2000-09-30,2,ACC,9,3,0.75,6,2,0.75,34.7,21.1,11.54,2.04,17,5,16,NA
Clemson,2000,Missouri,3,Sep,9,2000,Sat,62,TRUE,9,NA,NA,9,2000-09-09,2,ACC,9,3,0.75,6,2,0.75,34.7,21.1,11.54,2.04,17,5,16,NA
Clemson,2000,North Carolina,9,Oct,21,2000,Sat,38,FALSE,24,NA,NA,10,2000-10-21,2,ACC,9,3,0.75,6,2,0.75,34.7,21.1,11.54,2.04,17,5,16,NA
Clemson,2000,North Carolina State,7,Oct,7,2000,Sat,34,TRUE,27,NA,NA,10,2000-10-07,2,ACC,9,3,0.75,6,2,0.75,34.7,21.1,11.54,2.04,17,5,16,NA
Colorado,2000,Texas A&M,7,Oct,7,2000,Sat,26,FALSE,19,NA,NA,10,2000-10-07,13,Big 12 (North),3,8,0.273,3,5,0.375,22.9,25.8,3.56,7.92,24,23,NA,NA
Colorado,2000,Missouri,11,Nov,4,2000,Sat,28,FALSE,18,NA,NA,11,2000-11-04,13,Big 12 (North),3,8,0.273,3,5,0.375,22.9,25.8,3.56,7.92,24,23,NA,NA
Colorado,2000,Oklahoma State,10,Oct,28,2000,Sat,37,TRUE,21,NA,NA,10,2000-10-28,13,Big 12 (North),3,8,0.273,3,5,0.375,22.9,25.8,3.56,7.92,24,23,NA,NA
Colorado State,2000,Nevada,6,Sep,30,2000,Sat,45,FALSE,14,NA,NA,9,2000-09-30,78,MWC,10,2,0.833,6,1,0.857,30.3,18.8,7.21,-3.54,NA,14,14,NA
Colorado State,2000,Louisville,17,Dec,29,2000,Fri,22,TRUE,17,NA,NA,12,2000-12-29,78,MWC,10,2,0.833,6,1,0.857,30.3,18.8,7.21,-3.54,NA,14,14,NA
Colorado State,2000,San Diego State,10,Oct,28,2000,Sat,34,FALSE,22,NA,NA,10,2000-10-28,78,MWC,10,2,0.833,6,1,0.857,30.3,18.8,7.21,-3.54,NA,14,14,NA
Colorado State,2000,Nevada-Las Vegas,8,Oct,14,2000,Sat,20,TRUE,19,NA,NA,10,2000-10-14,78,MWC,10,2,0.833,6,1,0.857,30.3,18.8,7.21,-3.54,NA,14,14,NA
Colorado State,2000,Colorado,2,Sep,2,2000,Sat,28,TRUE,24,NA,NA,9,2000-09-02,78,MWC,10,2,0.833,6,1,0.857,30.3,18.8,7.21,-3.54,NA,14,14,NA
Colorado State,2000,Utah,9,Oct,21,2000,Sat,24,FALSE,17,NA,NA,10,2000-10-21,78,MWC,10,2,0.833,6,1,0.857,30.3,18.8,7.21,-3.54,NA,14,14,NA
Colorado State,2000,New Mexico,7,Oct,7,2000,Sat,17,TRUE,14,NA,NA,10,2000-10-07,78,MWC,10,2,0.833,6,1,0.857,30.3,18.8,7.21,-3.54,NA,14,14,NA
Colorado State,2000,Wyoming,13,Nov,16,2000,Thu,37,TRUE,13,NA,NA,11,2000-11-16,78,MWC,10,2,0.833,6,1,0.857,30.3,18.8,7.21,-3.54,NA,14,14,NA
Colorado State,2000,Brigham Young,11,Nov,2,2000,Thu,45,TRUE,21,NA,NA,11,2000-11-02,78,MWC,10,2,0.833,6,1,0.857,30.3,18.8,7.21,-3.54,NA,14,14,NA
Connecticut,2000,Buffalo,4,Sep,16,2000,Sat,24,FALSE,21,NA,NA,9,2000-09-16,60,Ind,3,8,0.273,0,0,NA,20,33.5,-16.91,-9.36,NA,NA,NA,NA
Connecticut,2000,Akron,9,Oct,21,2000,Sat,38,FALSE,35,NA,NA,10,2000-10-21,60,Ind,3,8,0.273,0,0,NA,20,33.5,-16.91,-9.36,NA,NA,NA,NA
Duke,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,ACC,0,11,0,0,8,0,14.1,39.1,-13.91,4.63,NA,NA,NA,NA
East Carolina,2000,Texas Tech,17,Dec,27,2000,Wed,40,TRUE,27,NA,NA,12,2000-12-27,48,CUSA,8,4,0.667,5,2,0.714,30.8,21.3,6.93,-0.07,NA,NA,NA,NA
East Carolina,2000,Louisville,9,Oct,19,2000,Thu,28,FALSE,25,NA,NA,10,2000-10-19,48,CUSA,8,4,0.667,5,2,0.714,30.8,21.3,6.93,-0.07,NA,NA,NA,NA
East Carolina,2000,Tulane,4,Sep,16,2000,Sat,37,TRUE,17,NA,NA,9,2000-09-16,48,CUSA,8,4,0.667,5,2,0.714,30.8,21.3,6.93,-0.07,NA,NA,NA,NA
East Carolina,2000,Army,8,Oct,14,2000,Sat,42,TRUE,21,NA,NA,10,2000-10-14,48,CUSA,8,4,0.667,5,2,0.714,30.8,21.3,6.93,-0.07,NA,NA,NA,NA
East Carolina,2000,Duke,2,Sep,2,2000,Sat,38,FALSE,0,NA,NA,9,2000-09-02,48,CUSA,8,4,0.667,5,2,0.714,30.8,21.3,6.93,-0.07,NA,NA,NA,NA
East Carolina,2000,Houston,12,Nov,11,2000,Sat,62,TRUE,20,NA,NA,11,2000-11-11,48,CUSA,8,4,0.667,5,2,0.714,30.8,21.3,6.93,-0.07,NA,NA,NA,NA
East Carolina,2000,Syracuse,5,Sep,23,2000,Sat,34,TRUE,17,NA,NA,9,2000-09-23,48,CUSA,8,4,0.667,5,2,0.714,30.8,21.3,6.93,-0.07,NA,NA,NA,NA
East Carolina,2000,Southern Mississippi,14,Nov,24,2000,Fri,14,FALSE,9,NA,NA,11,2000-11-24,48,CUSA,8,4,0.667,5,2,0.714,30.8,21.3,6.93,-0.07,NA,NA,NA,NA
Eastern Michigan,2000,Northern Illinois,12,Nov,11,2000,Sat,39,TRUE,32,NA,NA,11,2000-11-11,76,MAC (West),3,8,0.273,2,5,0.286,19,31.8,-15.4,-4.31,NA,NA,NA,NA
Eastern Michigan,2000,Central Michigan,11,Nov,4,2000,Sat,31,TRUE,15,NA,NA,11,2000-11-04,76,MAC (West),3,8,0.273,2,5,0.286,19,31.8,-15.4,-4.31,NA,NA,NA,NA
Eastern Michigan,2000,Connecticut,2,Sep,2,2000,Sat,32,TRUE,25,NA,NA,9,2000-09-02,76,MAC (West),3,8,0.273,2,5,0.286,19,31.8,-15.4,-4.31,NA,NA,NA,NA
Florida,2000,Georgia,10,Oct,28,2000,Sat,34,TRUE,23,NA,NA,10,2000-10-28,96,SEC (East),10,3,0.769,7,1,0.875,36,21,17.61,6.23,9,3,10,NA
Florida,2000,Tennessee,4,Sep,16,2000,Sat,27,FALSE,23,NA,NA,9,2000-09-16,96,SEC (East),10,3,0.769,7,1,0.875,36,21,17.61,6.23,9,3,10,NA
Florida,2000,Auburn,15,Dec,2,2000,Sat,28,TRUE,6,NA,NA,12,2000-12-02,96,SEC (East),10,3,0.769,7,1,0.875,36,21,17.61,6.23,9,3,10,NA
Florida,2000,Vanderbilt,11,Nov,4,2000,Sat,43,FALSE,20,NA,NA,11,2000-11-04,96,SEC (East),10,3,0.769,7,1,0.875,36,21,17.61,6.23,9,3,10,NA
Florida,2000,Ball State,2,Sep,2,2000,Sat,40,TRUE,19,NA,NA,9,2000-09-02,96,SEC (East),10,3,0.769,7,1,0.875,36,21,17.61,6.23,9,3,10,NA
Florida,2000,South Carolina,12,Nov,11,2000,Sat,41,TRUE,21,NA,NA,11,2000-11-11,96,SEC (East),10,3,0.769,7,1,0.875,36,21,17.61,6.23,9,3,10,NA
Florida,2000,Kentucky,5,Sep,23,2000,Sat,59,TRUE,31,NA,NA,9,2000-09-23,96,SEC (East),10,3,0.769,7,1,0.875,36,21,17.61,6.23,9,3,10,NA
Florida,2000,Middle Tennessee State,3,Sep,9,2000,Sat,55,TRUE,0,NA,NA,9,2000-09-09,96,SEC (East),10,3,0.769,7,1,0.875,36,21,17.61,6.23,9,3,10,NA
Florida,2000,Auburn,8,Oct,14,2000,Sat,38,TRUE,7,NA,NA,10,2000-10-14,96,SEC (East),10,3,0.769,7,1,0.875,36,21,17.61,6.23,9,3,10,NA
Florida State,2000,Brigham Young,1,Aug,26,2000,Sat,29,TRUE,3,NA,NA,8,2000-08-26,1,ACC,11,2,0.846,8,0,1,39.3,10.5,23.13,5.59,2,1,5,NA
Florida State,2000,Florida,13,Nov,18,2000,Sat,30,TRUE,7,NA,NA,11,2000-11-18,1,ACC,11,2,0.846,8,0,1,39.3,10.5,23.13,5.59,2,1,5,NA
Florida State,2000,North Carolina State,10,Oct,28,2000,Sat,58,FALSE,14,NA,NA,10,2000-10-28,1,ACC,11,2,0.846,8,0,1,39.3,10.5,23.13,5.59,2,1,5,NA
Florida State,2000,North Carolina,4,Sep,16,2000,Sat,63,TRUE,14,NA,NA,9,2000-09-16,1,ACC,11,2,0.846,8,0,1,39.3,10.5,23.13,5.59,2,1,5,NA
Florida State,2000,Maryland,6,Sep,28,2000,Thu,59,FALSE,7,NA,NA,9,2000-09-28,1,ACC,11,2,0.846,8,0,1,39.3,10.5,23.13,5.59,2,1,5,NA
Florida State,2000,Clemson,11,Nov,4,2000,Sat,54,TRUE,7,NA,NA,11,2000-11-04,1,ACC,11,2,0.846,8,0,1,39.3,10.5,23.13,5.59,2,1,5,NA
Florida State,2000,Wake Forest,12,Nov,11,2000,Sat,35,FALSE,6,NA,NA,11,2000-11-11,1,ACC,11,2,0.846,8,0,1,39.3,10.5,23.13,5.59,2,1,5,NA
Florida State,2000,Duke,8,Oct,14,2000,Sat,63,TRUE,14,NA,NA,10,2000-10-14,1,ACC,11,2,0.846,8,0,1,39.3,10.5,23.13,5.59,2,1,5,NA
Florida State,2000,Louisville,5,Sep,23,2000,Sat,31,TRUE,0,NA,NA,9,2000-09-23,1,ACC,11,2,0.846,8,0,1,39.3,10.5,23.13,5.59,2,1,5,NA
Florida State,2000,Georgia Tech,3,Sep,9,2000,Sat,26,FALSE,21,NA,NA,9,2000-09-09,1,ACC,11,2,0.846,8,0,1,39.3,10.5,23.13,5.59,2,1,5,NA
Florida State,2000,Virginia,9,Oct,21,2000,Sat,37,TRUE,3,NA,NA,10,2000-10-21,1,ACC,11,2,0.846,8,0,1,39.3,10.5,23.13,5.59,2,1,5,NA
